name,country,city,cuisine
Lo Fieu,France,Saint-Alban-de-Roche,Regional Cuisine
Colette,France,Les Salles,Modern Cuisine
Château du Theil,France,Ussel,Modern Cuisine
L'Ogustin,France,La Vacquerie-et-Saint-Martin-de-Castries,Modern Cuisine
La Bistronomie,France,Angoulême,Modern Cuisine
Ploc,France,Paris,Modern Cuisine
Jium,France,Paris,Korean
Le Matré,France,Paris,Modern Cuisine
L'Altro Frenchie,France,Paris,Italian
Sétopa,France,Paris,Korean
Marie Akaneya,France,Paris,Japanese
Habile.,France,Paris,Modern Cuisine
Les Incontournables,France,Manosque,Modern Cuisine
Le Socle,France,Nice,Modern Cuisine
Azimut,France,Annonay,Modern Cuisine
Le Sénéchal,France,Sauveterre-de-Rouergue,Modern Cuisine
Le Puy Tilleul,France,Tournemire,Modern Cuisine
Auberge de la Source,France,Saint-Léonard,Modern Cuisine
Chablis Wine Not,France,Chablis,Meats and Grills
La Table By Mi-K'L,France,Saumur,Modern Cuisine
Boma,France,Vannes,Modern Cuisine
Minore,France,Paris,Modern Cuisine
Acte 2 Yannick Delpech,France,Toulouse,Modern Cuisine
L'Atelier du Goût,France,Vire Normandie,Modern Cuisine
Fu Yu Da Tong Ya Rou Zhou,China Mainland,Xiamen,Congee
Yut Fei,China Mainland,Fuzhou,Cantonese
De Wen Xia Zai Mian,China Mainland,Quanzhou,Noodles
Lao A Bo,China Mainland,Quanzhou,Fujian
Fuyuan,China Mainland,Fuzhou,Fujian
Rong Ji Hai Xian Lao Hua (Cangshan),China Mainland,Fuzhou,Noodles
Zhong Ji Yan Shao Fan Ya,China Mainland,Quanzhou,Fujian
Yi Tong Lou,China Mainland,Fuzhou,Fujian
Zhang Lin A Shan Jiang Mu Ya,China Mainland,Quanzhou,Fujian
Lvdao Seafood,China Mainland,Quanzhou,Fujian
Qing You Yu,China Mainland,Quanzhou,Seafood
Hall Thing (Licheng),China Mainland,Quanzhou,Fujian
Jiangnan Wok‧Rong,China Mainland,Fuzhou,Huaiyang
Shan Hai Nan Yan,China Mainland,Fuzhou,Fujian
Wenru No.9,China Mainland,Fuzhou,Fujian
Wei Rong Lao Hua,China Mainland,Fuzhou,Noodles
Jiang Nan Yuan,China Mainland,Quanzhou,Vegetarian
Jian Lai Fa,China Mainland,Quanzhou,Fujian
Min Shi Fu,China Mainland,Fuzhou,Fujian
Chun Sheng,China Mainland,Quanzhou,Fujian
Xingxian (Mawei),China Mainland,Fuzhou,Seafood
Hatter,China Mainland,Fuzhou,European Contemporary
Ye Jia Hua Sheng Tang,China Mainland,Fuzhou,Small eats
Zhen Zhen Hai Li Jian,China Mainland,Xiamen,Fujian
Lu Niang Zi (Huli),China Mainland,Xiamen,Noodles
Yue Hua Sha Cha Mian,China Mainland,Xiamen,Noodles
Hao Shi Lai,China Mainland,Xiamen,Seafood
Mei Ya Bo Hua Sheng Tang,China Mainland,Fuzhou,Small eats
Hou Jie Lao Hua (Yadao Lane),China Mainland,Fuzhou,Noodles
Wu Lan Sha Cha Mian,China Mainland,Xiamen,Noodles
Z&D Cuisine,China Mainland,Xiamen,Fujian
Xiao Cheng Xi,China Mainland,Xiamen,Fujian
Lai Cuo Cheng Bian Shi Dian,China Mainland,Xiamen,Small eats
Panda's,China Mainland,Xiamen,Sichuan
Wu Tang Sha Cha Mian,China Mainland,Xiamen,Noodles
Chic 1699,China Mainland,Xiamen,Fujian
Xian Xiong Qi,China Mainland,Xiamen,Seafood
1927 Dong Yuan Si Chu,China Mainland,Xiamen,Fujian
Fleurs Et Festin,China Mainland,Xiamen,Chao Zhou
Luo Ji Mian Xian Hu,China Mainland,Quanzhou,Noodles
Xuanhe Cuisine,China Mainland,Fuzhou,Fujian
A Zhong Shi Fang,China Mainland,Xiamen,Fujian
Cong Hui Tongan Lao Mei Shi Fan Dian,China Mainland,Xiamen,Fujian
Ming Yue Xia Mian (Xiahe Road),China Mainland,Xiamen,Noodles
Minnan Minnan (Siming),China Mainland,Xiamen,Fujian
Shan Gu Tang,China Mainland,Xiamen,Fujian
Xiang Mo Jin Nian (Siming),China Mainland,Xiamen,Fujian
Pan Ya Yuan,China Mainland,Xiamen,Vegetarian
Xia,China Mainland,Xiamen,Cantonese
Lucheng,China Mainland,Xiamen,Fujian
Longkushan Eatery,China Mainland,Fuzhou,Fujian
Chosop,China Mainland,Fuzhou,Sichuan
Antstory,China Mainland,Quanzhou,Fujian
Xing Wang Seafood · Rongting Hui (Siming),China Mainland,Xiamen,Seafood
Zhuang Ji Quan Fu Lu Mian Guan,China Mainland,Quanzhou,Noodles
A Qiu Niu Pai (Huxin Street),China Mainland,Quanzhou,Fujian
Jing Li,China Mainland,Fuzhou,Fujian
Harmony Garden (Xierhuan North Road),China Mainland,Fuzhou,Fujian
A Xin Xian Lao (Gongnong Road),China Mainland,Fuzhou,Noodles
"Homeme18"" (Huming Road)",China Mainland,Xiamen,Fujian
Yin Lu,China Mainland,Xiamen,Fujian
Wuwei Natural Food,China Mainland,Xiamen,Vegetarian
Hokklo,China Mainland,Xiamen,Fujian
Si Xia Li (Huli),China Mainland,Xiamen,Fujian
Yanyu (Jiahe Road),China Mainland,Xiamen,Fujian
Dai Tai,China Mainland,Xiamen,Yunnanese
Tong'an Fan Dian (Huachang Road),China Mainland,Xiamen,Fujian
Guan Zhong Wang Shi,China Mainland,Fuzhou,Noodles
Bai Jia Chun Hao De Lai Jiang Mu Ya (Zhongxing Road),China Mainland,Xiamen,Fujian
Lucky Seafood,Thailand,Bangkok,Seafood
Pari-,Thailand,Chiang Mai,Asian
GOAT,Thailand,Bangkok,Thai contemporary
Lung Shall Kitchen,Thailand,Chon Buri,Thai
AKKEE,Thailand,Nonthaburi,Thai
Banmai Chay Nam,Thailand,Nakhon Ratchasima,Thai
Pa Pleung Mhee Kratok,Thailand,Nakhon Ratchasima,Noodles
Kinu by Takagi,Thailand,Bangkok,Japanese
Dan Chicken Rice (San Sai),Thailand,Chiang Mai,Small eats
Som Tum Jinda,Thailand,Ubon Ratchathani,Isan
Nina's Cafe & Restaurant,Thailand,Nakhon Ratchasima,Thai
Yangzi Jiang,Thailand,Chiang Mai,Chinese
Fish Club,Thailand,Chon Buri,Seafood
Ayutthayarom,Thailand,Phra Nakhon Si Ayutthaya,Thai
Pladids,Thailand,Chon Buri,Thai
Jamn,Thailand,Bangkok,Thai
Friend's Table,Thailand,Chiang Mai,Creative
NAVAN NAVAN,Thailand,Chiang Mai,Creative
Palmier by Guillaume Galliot,Thailand,Bangkok,French
Indian by Nature,Thailand,Chon Buri,Indian
Shrimp Noodles Ao Kae,Thailand,Phuket,Noodles
Gaa,Thailand,Bangkok,Indian
Khrua Ohm,Thailand,Phuket,Southern Thai
Janhom,Thailand,Bangkok,Southern Thai
Chop Chop Cook Shop,Thailand,Bangkok,Thai-Chinese
Sushi Saito,Thailand,Bangkok,Sushi
Pak Mor Robot,Thailand,Ubon Ratchathani,Small eats
Bangkok Bold (Pathum Wan),Thailand,Bangkok,Thai
Fried Banana Rama 5 (Bang Kruai - Sai Noi Road),Thailand,Nonthaburi,Street Food
TAAN,Thailand,Bangkok,Thai contemporary
Wah Lok,Thailand,Bangkok,Cantonese
Mia,Thailand,Bangkok,Modern Cuisine
Klang Na Pla Khao,Thailand,Chon Buri,Thai
Kang,Thailand,Chiang Mai,South East Asian
